Ticker,MSE,StdDev
AAPL_pct,0.8605286478996277,0.0
ABBV_pct,0.5604916214942932,0.0
AEP_pct,1.1467210054397583,0.0
AMGN_pct,0.6844402551651001,0.0
AMZN_pct,1.7776439189910889,0.0
BAC_pct,0.6970745325088501,0.0
BA_pct,0.6337100863456726,0.0
BCH_pct,0.9276906251907349,0.0
BHP_pct,0.8921886682510376,0.0
BP_pct,0.7213745713233948,0.0
BRK-A_pct,0.8623484969139099,0.0
BSAC_pct,0.9233091473579407,0.0
BUD_pct,0.6562557220458984,0.0
CAT_pct,1.0054843425750732,0.0
CHTR_pct,1.7026859521865845,0.0
CMCSA_pct,1.2047940492630005,0.0
CODI_pct,1.2881301641464233,0.0
CSCO_pct,0.7134239673614502,0.0
CVX_pct,0.7512345910072327,0.0
C_pct,0.6440685987472534,0.0
DHR_pct,1.7148869037628174,0.0
DIS_pct,1.3757046461105347,0.0
DUK_pct,0.8759139776229858,0.0
D_pct,1.1282519102096558,0.0
EXC_pct,0.7841058373451233,0.0
GD_pct,0.7042549252510071,0.0
GE_pct,0.5234519243240356,0.0
GOOG_pct,1.7557626962661743,0.0
HD_pct,1.0092811584472656,0.0
HON_pct,0.7091006636619568,0.0
HSBC_pct,1.0097911357879639,0.0
IEP_pct,2.999173879623413,0.0
INTC_pct,1.3685683012008667,0.0
JNJ_pct,0.7326286435127258,0.0
JPM_pct,0.6535938382148743,0.0
KO_pct,0.6253268122673035,0.0
LMT_pct,0.8256076574325562,0.0
MA_pct,0.6132151484489441,0.0
MCD_pct,0.4929148852825165,0.0
MDT_pct,0.9497649669647217,0.0
MMM_pct,1.3894840478897095,0.0
MO_pct,0.7410861849784851,0.0
MRK_pct,0.8156509399414062,0.0
MSFT_pct,1.2068867683410645,0.0
NEE_pct,1.5494811534881592,0.0
NGG_pct,0.9701525568962097,0.0
NVS_pct,0.9517250657081604,0.0
ORCL_pct,1.2995953559875488,0.0
PCG_pct,0.12564760446548462,0.0
PEP_pct,0.6467354893684387,0.0
PFE_pct,1.1713612079620361,0.0
PG_pct,0.777393639087677,0.0
PM_pct,0.5818912982940674,0.0
PPL_pct,0.7134849429130554,0.0
REX_pct,1.1064133644104004,0.0
SLB_pct,0.9233654737472534,0.0
SNY_pct,1.6414052248001099,0.0
SO_pct,0.7778858542442322,0.0
SPLP_pct,0.5369115471839905,0.0
SRE_pct,0.7147778272628784,0.0
TM_pct,1.2922930717468262,0.0
TSM_pct,1.3275930881500244,0.0
T_pct,1.4268587827682495,0.0
UL_pct,0.6203737258911133,0.0
UNH_pct,0.6673548817634583,0.0
UPS_pct,0.9633439779281616,0.0
VZ_pct,1.5848972797393799,0.0
V_pct,0.6468009948730469,0.0
WFC_pct,0.7542516589164734,0.0
WMT_pct,0.8257081508636475,0.0
XOM_pct,1.0380662679672241,0.0
