Ticker,MSE,StdDev
AAPL,8.855838775634766,0.0
ABBV,17.784465789794922,0.0
AEP,2.756171941757202,0.0
AMGN,4.005749702453613,0.0
AMZN,0.5201550126075745,0.0
BA,0.39223310351371765,0.0
BAC,0.9076538681983948,0.0
BCH,0.19074498116970062,0.0
BHP,3.0351295471191406,0.0
BP,2.3333511352539062,0.0
BRK-A,11.421231269836426,0.0
BSAC,0.4011850357055664,0.0
BUD,1.7778106927871704,0.0
C,0.7636295557022095,0.0
CAT,7.267029285430908,0.0
CHTR,0.1472129374742508,0.0
CMCSA,0.36215856671333313,0.0
CODI,3.2734673023223877,0.0
CSCO,1.4706683158874512,0.0
CVX,37.07216262817383,0.0
D,2.981523275375366,0.0
DHR,3.9214980602264404,0.0
DIS,0.841057538986206,0.0
DUK,5.155498504638672,0.0
EXC,14.371837615966797,0.0
GD,8.79369831085205,0.0
GE,0.27154457569122314,0.0
GOOG,4.897956848144531,0.0
HD,3.541182279586792,0.0
HON,2.1720235347747803,0.0
HSBC,0.9496435523033142,0.0
IEP,3.1694037914276123,0.0
INTC,0.9777196049690247,0.0
JNJ,5.056424617767334,0.0
JPM,2.8214271068573,0.0
KO,8.426141738891602,0.0
LMT,6.246209621429443,0.0
MA,2.474637746810913,0.0
MCD,7.158811569213867,0.0
MDT,0.13430777192115784,0.0
MMM,5.168328762054443,0.0
MO,0.5845633745193481,0.0
MRK,14.715429306030273,0.0
MSFT,6.8358941078186035,0.0
NEE,2.6561167240142822,0.0
NGG,7.969299793243408,0.0
NVS,4.80198860168457,0.0
ORCL,18.83690643310547,0.0
PCG,0.33937180042266846,0.0
PEP,13.518431663513184,0.0
PFE,7.846781253814697,0.0
PG,5.215885639190674,0.0
PM,7.351274490356445,0.0
PPL,0.7518491148948669,0.0
REX,2.7199110984802246,0.0
SLB,0.24893945455551147,0.0
SNY,4.082766532897949,0.0
SO,9.525702476501465,0.0
SPLP,32.067115783691406,0.0
SRE,7.5453996658325195,0.0
T,1.626490592956543,0.0
TM,3.3344593048095703,0.0
TSM,1.5545203685760498,0.0
UL,0.2737041413784027,0.0
UNH,12.321036338806152,0.0
UPS,5.065621852874756,0.0
V,2.1396889686584473,0.0
VZ,1.1601858139038086,0.0
WFC,0.11769700795412064,0.0
WMT,3.631397247314453,0.0
XOM,24.23581886291504,0.0
