Ticker,MSE,StdDev
AAPL_pct,0.8624600768089294,0.0
ABBV_pct,0.5619478225708008,0.0
AEP_pct,1.1309186220169067,0.0
AMGN_pct,0.7086097598075867,0.0
AMZN_pct,1.748052716255188,0.0
BAC_pct,0.6796472072601318,0.0
BA_pct,0.5834225416183472,0.0
BCH_pct,0.8900941610336304,0.0
BHP_pct,0.8823864459991455,0.0
BP_pct,0.6923208236694336,0.0
BRK-A_pct,0.8455313444137573,0.0
BSAC_pct,0.8969001173973083,0.0
BUD_pct,0.6594193577766418,0.0
CAT_pct,0.9733882546424866,0.0
CHTR_pct,1.681583285331726,0.0
CMCSA_pct,1.1879554986953735,0.0
CODI_pct,1.205039620399475,0.0
CSCO_pct,0.6841235160827637,0.0
CVX_pct,0.7033906579017639,0.0
C_pct,0.6038466691970825,0.0
DHR_pct,1.6618318557739258,0.0
DIS_pct,1.3878297805786133,0.0
DUK_pct,0.8733218312263489,0.0
D_pct,1.1214780807495117,0.0
EXC_pct,0.7569584250450134,0.0
GD_pct,0.6836533546447754,0.0
GE_pct,0.5087933540344238,0.0
GOOG_pct,1.735153317451477,0.0
HD_pct,1.0091317892074585,0.0
HON_pct,0.713391125202179,0.0
HSBC_pct,0.9829177856445312,0.0
IEP_pct,3.2695701122283936,0.0
INTC_pct,1.3785490989685059,0.0
JNJ_pct,0.7322534322738647,0.0
JPM_pct,0.6585404276847839,0.0
KO_pct,0.6172287464141846,0.0
LMT_pct,0.8149001598358154,0.0
MA_pct,0.5814700126647949,0.0
MCD_pct,0.48930853605270386,0.0
MDT_pct,0.9597952961921692,0.0
MMM_pct,1.4444633722305298,0.0
MO_pct,0.6003774404525757,0.0
MRK_pct,0.8122347593307495,0.0
MSFT_pct,1.2235515117645264,0.0
NEE_pct,1.4652656316757202,0.0
NGG_pct,0.9903882145881653,0.0
NVS_pct,0.9542689919471741,0.0
ORCL_pct,1.2139792442321777,0.0
PCG_pct,0.11466534435749054,0.0
PEP_pct,0.6486235857009888,0.0
PFE_pct,1.0983198881149292,0.0
PG_pct,0.7310184240341187,0.0
PM_pct,0.5646634101867676,0.0
PPL_pct,0.682317316532135,0.0
REX_pct,0.8896885514259338,0.0
SLB_pct,0.9001458287239075,0.0
SNY_pct,1.4634872674942017,0.0
SO_pct,0.7746526002883911,0.0
SPLP_pct,0.5836004018783569,0.0
SRE_pct,0.6916695237159729,0.0
TM_pct,1.2526954412460327,0.0
TSM_pct,1.3397674560546875,0.0
T_pct,1.4478514194488525,0.0
UL_pct,0.5575219988822937,0.0
UNH_pct,0.6571095585823059,0.0
UPS_pct,0.9753300547599792,0.0
VZ_pct,1.5680683851242065,0.0
V_pct,0.6198083758354187,0.0
WFC_pct,0.7253432273864746,0.0
WMT_pct,0.7527071237564087,0.0
XOM_pct,0.977069079875946,0.0
